order_id,date,time,Start of Hour,order_item_count,ItemCountCategory,Start of Month,Day Name,Day Type,order_item_count (groups)
15614,"Friday, September 18, 2015",13:45:49,1:00:00 PM,3,1,"Tuesday, September 1, 2015",Friday,WeekDays,3
15615,"Friday, September 18, 2015",13:50:36,1:00:00 PM,4,1,"Tuesday, September 1, 2015",Friday,WeekDays,4
16327,"Friday, October 2, 2015",13:04:53,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
16328,"Friday, October 2, 2015",13:13:47,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
16329,"Friday, October 2, 2015",13:18:02,1:00:00 PM,3,1,"Thursday, October 1, 2015",Friday,WeekDays,3
16330,"Friday, October 2, 2015",13:25:59,1:00:00 PM,6,10-Jun,"Thursday, October 1, 2015",Friday,WeekDays,5 +
16331,"Friday, October 2, 2015",13:35:29,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
16332,"Friday, October 2, 2015",13:36:37,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
16333,"Friday, October 2, 2015",13:41:22,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
16334,"Friday, October 2, 2015",13:44:29,1:00:00 PM,4,1,"Thursday, October 1, 2015",Friday,WeekDays,4
16335,"Friday, October 2, 2015",13:49:56,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
16336,"Friday, October 2, 2015",13:50:23,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
16337,"Friday, October 2, 2015",13:53:17,1:00:00 PM,4,1,"Thursday, October 1, 2015",Friday,WeekDays,4
16672,"Friday, October 9, 2015",13:01:33,1:00:00 PM,4,1,"Thursday, October 1, 2015",Friday,WeekDays,4
16673,"Friday, October 9, 2015",13:14:22,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
16674,"Friday, October 9, 2015",13:42:22,1:00:00 PM,6,10-Jun,"Thursday, October 1, 2015",Friday,WeekDays,5 +
16675,"Friday, October 9, 2015",13:43:17,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
16676,"Friday, October 9, 2015",13:45:24,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
16677,"Friday, October 9, 2015",13:47:06,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
16678,"Friday, October 9, 2015",13:48:13,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
16679,"Friday, October 9, 2015",13:48:28,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17058,"Friday, October 16, 2015",13:02:11,1:00:00 PM,5,1,"Thursday, October 1, 2015",Friday,WeekDays,5 +
17059,"Friday, October 16, 2015",13:10:36,1:00:00 PM,4,1,"Thursday, October 1, 2015",Friday,WeekDays,4
17060,"Friday, October 16, 2015",13:18:38,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17061,"Friday, October 16, 2015",13:19:55,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
17062,"Friday, October 16, 2015",13:32:02,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17063,"Friday, October 16, 2015",13:32:39,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17064,"Friday, October 16, 2015",13:37:28,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
17396,"Friday, October 23, 2015",13:03:06,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
17397,"Friday, October 23, 2015",13:03:38,1:00:00 PM,3,1,"Thursday, October 1, 2015",Friday,WeekDays,3
17398,"Friday, October 23, 2015",13:04:06,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17399,"Friday, October 23, 2015",13:06:53,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17400,"Friday, October 23, 2015",13:12:08,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17401,"Friday, October 23, 2015",13:13:52,1:00:00 PM,4,1,"Thursday, October 1, 2015",Friday,WeekDays,4
17402,"Friday, October 23, 2015",13:19:41,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
17403,"Friday, October 23, 2015",13:24:52,1:00:00 PM,4,1,"Thursday, October 1, 2015",Friday,WeekDays,4
17404,"Friday, October 23, 2015",13:34:07,1:00:00 PM,10,10-Jun,"Thursday, October 1, 2015",Friday,WeekDays,5 +
17405,"Friday, October 23, 2015",13:47:46,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17406,"Friday, October 23, 2015",13:52:32,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17407,"Friday, October 23, 2015",13:52:36,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
17762,"Friday, October 30, 2015",13:07:36,1:00:00 PM,3,1,"Thursday, October 1, 2015",Friday,WeekDays,3
17763,"Friday, October 30, 2015",13:14:17,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17764,"Friday, October 30, 2015",13:21:44,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17765,"Friday, October 30, 2015",13:27:34,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17766,"Friday, October 30, 2015",13:32:31,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
17767,"Friday, October 30, 2015",13:33:50,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
17768,"Friday, October 30, 2015",13:40:09,1:00:00 PM,4,1,"Thursday, October 1, 2015",Friday,WeekDays,4
17769,"Friday, October 30, 2015",13:42:12,1:00:00 PM,2,1,"Thursday, October 1, 2015",Friday,WeekDays,2
17770,"Friday, October 30, 2015",13:48:00,1:00:00 PM,3,1,"Thursday, October 1, 2015",Friday,WeekDays,3
17771,"Friday, October 30, 2015",13:51:22,1:00:00 PM,1,1,"Thursday, October 1, 2015",Friday,WeekDays,1
18163,"Friday, November 6, 2015",13:01:56,1:00:00 PM,2,1,"Sunday, November 1, 2015",Friday,WeekDays,2
18164,"Friday, November 6, 2015",13:20:26,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18165,"Friday, November 6, 2015",13:23:28,1:00:00 PM,14,11+,"Sunday, November 1, 2015",Friday,WeekDays,5 +
18166,"Friday, November 6, 2015",13:34:29,1:00:00 PM,3,1,"Sunday, November 1, 2015",Friday,WeekDays,3
18167,"Friday, November 6, 2015",13:35:40,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18168,"Friday, November 6, 2015",13:56:01,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18566,"Friday, November 13, 2015",13:01:40,1:00:00 PM,2,1,"Sunday, November 1, 2015",Friday,WeekDays,2
18567,"Friday, November 13, 2015",13:06:51,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18568,"Friday, November 13, 2015",13:07:13,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18569,"Friday, November 13, 2015",13:07:35,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18570,"Friday, November 13, 2015",13:17:39,1:00:00 PM,8,10-Jun,"Sunday, November 1, 2015",Friday,WeekDays,5 +
18571,"Friday, November 13, 2015",13:18:03,1:00:00 PM,3,1,"Sunday, November 1, 2015",Friday,WeekDays,3
18572,"Friday, November 13, 2015",13:20:49,1:00:00 PM,4,1,"Sunday, November 1, 2015",Friday,WeekDays,4
18573,"Friday, November 13, 2015",13:27:28,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18574,"Friday, November 13, 2015",13:40:34,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18962,"Friday, November 20, 2015",13:02:19,1:00:00 PM,4,1,"Sunday, November 1, 2015",Friday,WeekDays,4
18963,"Friday, November 20, 2015",13:06:09,1:00:00 PM,2,1,"Sunday, November 1, 2015",Friday,WeekDays,2
18964,"Friday, November 20, 2015",13:10:14,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18965,"Friday, November 20, 2015",13:15:23,1:00:00 PM,2,1,"Sunday, November 1, 2015",Friday,WeekDays,2
18966,"Friday, November 20, 2015",13:21:05,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18967,"Friday, November 20, 2015",13:33:31,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18968,"Friday, November 20, 2015",13:35:06,1:00:00 PM,2,1,"Sunday, November 1, 2015",Friday,WeekDays,2
18969,"Friday, November 20, 2015",13:36:55,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
18970,"Friday, November 20, 2015",13:43:44,1:00:00 PM,2,1,"Sunday, November 1, 2015",Friday,WeekDays,2
18971,"Friday, November 20, 2015",13:48:34,1:00:00 PM,2,1,"Sunday, November 1, 2015",Friday,WeekDays,2
19421,"Friday, November 27, 2015",13:07:19,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
19422,"Friday, November 27, 2015",13:09:11,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
19423,"Friday, November 27, 2015",13:09:42,1:00:00 PM,3,1,"Sunday, November 1, 2015",Friday,WeekDays,3
19424,"Friday, November 27, 2015",13:13:12,1:00:00 PM,2,1,"Sunday, November 1, 2015",Friday,WeekDays,2
19425,"Friday, November 27, 2015",13:31:51,1:00:00 PM,2,1,"Sunday, November 1, 2015",Friday,WeekDays,2
19426,"Friday, November 27, 2015",13:34:38,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
19427,"Friday, November 27, 2015",13:39:44,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
19428,"Friday, November 27, 2015",13:57:38,1:00:00 PM,1,1,"Sunday, November 1, 2015",Friday,WeekDays,1
19858,"Friday, December 4, 2015",13:02:37,1:00:00 PM,11,11+,"Tuesday, December 1, 2015",Friday,WeekDays,5 +
19859,"Friday, December 4, 2015",13:05:51,1:00:00 PM,2,1,"Tuesday, December 1, 2015",Friday,WeekDays,2
19860,"Friday, December 4, 2015",13:09:31,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
19861,"Friday, December 4, 2015",13:10:46,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
19862,"Friday, December 4, 2015",13:20:21,1:00:00 PM,2,1,"Tuesday, December 1, 2015",Friday,WeekDays,2
19863,"Friday, December 4, 2015",13:26:26,1:00:00 PM,5,1,"Tuesday, December 1, 2015",Friday,WeekDays,5 +
19864,"Friday, December 4, 2015",13:28:07,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
19865,"Friday, December 4, 2015",13:46:51,1:00:00 PM,3,1,"Tuesday, December 1, 2015",Friday,WeekDays,3
19866,"Friday, December 4, 2015",13:47:34,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
19867,"Friday, December 4, 2015",13:58:30,1:00:00 PM,2,1,"Tuesday, December 1, 2015",Friday,WeekDays,2
20284,"Friday, December 11, 2015",13:02:30,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
20285,"Friday, December 11, 2015",13:03:09,1:00:00 PM,2,1,"Tuesday, December 1, 2015",Friday,WeekDays,2
20286,"Friday, December 11, 2015",13:14:00,1:00:00 PM,3,1,"Tuesday, December 1, 2015",Friday,WeekDays,3
20287,"Friday, December 11, 2015",13:18:39,1:00:00 PM,3,1,"Tuesday, December 1, 2015",Friday,WeekDays,3
20288,"Friday, December 11, 2015",13:22:10,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
20289,"Friday, December 11, 2015",13:25:01,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
20290,"Friday, December 11, 2015",13:26:31,1:00:00 PM,2,1,"Tuesday, December 1, 2015",Friday,WeekDays,2
20291,"Friday, December 11, 2015",13:33:16,1:00:00 PM,2,1,"Tuesday, December 1, 2015",Friday,WeekDays,2
20292,"Friday, December 11, 2015",13:45:57,1:00:00 PM,4,1,"Tuesday, December 1, 2015",Friday,WeekDays,4
20293,"Friday, December 11, 2015",13:54:25,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
20708,"Friday, December 18, 2015",13:17:15,1:00:00 PM,2,1,"Tuesday, December 1, 2015",Friday,WeekDays,2
20709,"Friday, December 18, 2015",13:23:31,1:00:00 PM,2,1,"Tuesday, December 1, 2015",Friday,WeekDays,2
20710,"Friday, December 18, 2015",13:24:39,1:00:00 PM,15,11+,"Tuesday, December 1, 2015",Friday,WeekDays,5 +
20711,"Friday, December 18, 2015",13:26:09,1:00:00 PM,2,1,"Tuesday, December 1, 2015",Friday,WeekDays,2
20712,"Friday, December 18, 2015",13:31:19,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
20713,"Friday, December 18, 2015",13:39:18,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
20714,"Friday, December 18, 2015",13:40:08,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
20715,"Friday, December 18, 2015",13:45:05,1:00:00 PM,4,1,"Tuesday, December 1, 2015",Friday,WeekDays,4
20716,"Friday, December 18, 2015",13:46:55,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
20717,"Friday, December 18, 2015",13:52:39,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
20718,"Friday, December 18, 2015",13:59:19,1:00:00 PM,1,1,"Tuesday, December 1, 2015",Friday,WeekDays,1
103,"Friday, January 2, 2015",18:02:09,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
104,"Friday, January 2, 2015",18:02:12,6:00:00 PM,4,1,"Thursday, January 1, 2015",Friday,WeekDays,4
105,"Friday, January 2, 2015",18:12:01,6:00:00 PM,3,1,"Thursday, January 1, 2015",Friday,WeekDays,3
106,"Friday, January 2, 2015",18:12:13,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
107,"Friday, January 2, 2015",18:25:09,6:00:00 PM,4,1,"Thursday, January 1, 2015",Friday,WeekDays,4
108,"Friday, January 2, 2015",18:25:25,6:00:00 PM,3,1,"Thursday, January 1, 2015",Friday,WeekDays,3
109,"Friday, January 2, 2015",18:27:50,6:00:00 PM,4,1,"Thursday, January 1, 2015",Friday,WeekDays,4
110,"Friday, January 2, 2015",18:36:19,6:00:00 PM,4,1,"Thursday, January 1, 2015",Friday,WeekDays,4
111,"Friday, January 2, 2015",18:38:01,6:00:00 PM,4,1,"Thursday, January 1, 2015",Friday,WeekDays,4
112,"Friday, January 2, 2015",18:41:40,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
113,"Friday, January 2, 2015",18:50:21,6:00:00 PM,3,1,"Thursday, January 1, 2015",Friday,WeekDays,3
114,"Friday, January 2, 2015",18:59:32,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
541,"Friday, January 9, 2015",18:07:47,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
542,"Friday, January 9, 2015",18:08:06,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
543,"Friday, January 9, 2015",18:23:59,6:00:00 PM,3,1,"Thursday, January 1, 2015",Friday,WeekDays,3
544,"Friday, January 9, 2015",18:31:04,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
545,"Friday, January 9, 2015",18:46:28,6:00:00 PM,4,1,"Thursday, January 1, 2015",Friday,WeekDays,4
546,"Friday, January 9, 2015",18:47:27,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
547,"Friday, January 9, 2015",18:49:23,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
946,"Friday, January 16, 2015",18:00:48,6:00:00 PM,4,1,"Thursday, January 1, 2015",Friday,WeekDays,4
947,"Friday, January 16, 2015",18:13:15,6:00:00 PM,3,1,"Thursday, January 1, 2015",Friday,WeekDays,3
948,"Friday, January 16, 2015",18:42:17,6:00:00 PM,4,1,"Thursday, January 1, 2015",Friday,WeekDays,4
949,"Friday, January 16, 2015",18:52:18,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
950,"Friday, January 16, 2015",18:57:56,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
1366,"Friday, January 23, 2015",18:07:49,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
1367,"Friday, January 23, 2015",18:09:22,6:00:00 PM,4,1,"Thursday, January 1, 2015",Friday,WeekDays,4
1368,"Friday, January 23, 2015",18:22:01,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
1369,"Friday, January 23, 2015",18:31:59,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
1370,"Friday, January 23, 2015",18:45:57,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
1371,"Friday, January 23, 2015",18:54:00,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
1372,"Friday, January 23, 2015",18:57:10,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
1760,"Friday, January 30, 2015",18:00:46,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
1761,"Friday, January 30, 2015",18:02:30,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
1762,"Friday, January 30, 2015",18:14:18,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
1763,"Friday, January 30, 2015",18:24:28,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
1764,"Friday, January 30, 2015",18:24:57,6:00:00 PM,3,1,"Thursday, January 1, 2015",Friday,WeekDays,3
1765,"Friday, January 30, 2015",18:32:30,6:00:00 PM,2,1,"Thursday, January 1, 2015",Friday,WeekDays,2
1766,"Friday, January 30, 2015",18:50:13,6:00:00 PM,1,1,"Thursday, January 1, 2015",Friday,WeekDays,1
2215,"Friday, February 6, 2015",18:07:53,6:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
2216,"Friday, February 6, 2015",18:10:26,6:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
2217,"Friday, February 6, 2015",18:21:44,6:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
2218,"Friday, February 6, 2015",18:29:00,6:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
2219,"Friday, February 6, 2015",18:41:54,6:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
2220,"Friday, February 6, 2015",18:46:32,6:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
2221,"Friday, February 6, 2015",18:47:16,6:00:00 PM,4,1,"Sunday, February 1, 2015",Friday,WeekDays,4
2222,"Friday, February 6, 2015",18:51:55,6:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
2634,"Friday, February 13, 2015",18:01:27,6:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
2635,"Friday, February 13, 2015",18:09:55,6:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
2636,"Friday, February 13, 2015",18:10:11,6:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
2637,"Friday, February 13, 2015",18:17:35,6:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
2638,"Friday, February 13, 2015",18:27:27,6:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
2639,"Friday, February 13, 2015",18:38:55,6:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
3054,"Friday, February 20, 2015",18:04:47,6:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
3055,"Friday, February 20, 2015",18:42:15,6:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
3445,"Friday, February 27, 2015",18:08:58,6:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
3446,"Friday, February 27, 2015",18:09:37,6:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
3447,"Friday, February 27, 2015",18:14:22,6:00:00 PM,4,1,"Sunday, February 1, 2015",Friday,WeekDays,4
3448,"Friday, February 27, 2015",18:30:33,6:00:00 PM,4,1,"Sunday, February 1, 2015",Friday,WeekDays,4
3449,"Friday, February 27, 2015",18:43:12,6:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
3450,"Friday, February 27, 2015",18:45:28,6:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
3451,"Friday, February 27, 2015",18:46:17,6:00:00 PM,2,1,"Sunday, February 1, 2015",Friday,WeekDays,2
3452,"Friday, February 27, 2015",18:47:21,6:00:00 PM,3,1,"Sunday, February 1, 2015",Friday,WeekDays,3
3453,"Friday, February 27, 2015",18:48:01,6:00:00 PM,1,1,"Sunday, February 1, 2015",Friday,WeekDays,1
3454,"Friday, February 27, 2015",18:57:55,6:00:00 PM,4,1,"Sunday, February 1, 2015",Friday,WeekDays,4
3854,"Friday, March 6, 2015",18:00:49,6:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3855,"Friday, March 6, 2015",18:08:43,6:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
3856,"Friday, March 6, 2015",18:15:58,6:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
3857,"Friday, March 6, 2015",18:28:28,6:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3858,"Friday, March 6, 2015",18:42:52,6:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
3859,"Friday, March 6, 2015",18:48:17,6:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
3860,"Friday, March 6, 2015",18:59:18,6:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
4267,"Friday, March 13, 2015",18:07:56,6:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
4268,"Friday, March 13, 2015",18:30:51,6:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
4269,"Friday, March 13, 2015",18:44:54,6:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
4270,"Friday, March 13, 2015",18:48:09,6:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4271,"Friday, March 13, 2015",18:53:59,6:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
4695,"Friday, March 20, 2015",18:04:31,6:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4696,"Friday, March 20, 2015",18:10:14,6:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
4697,"Friday, March 20, 2015",18:24:39,6:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4698,"Friday, March 20, 2015",18:29:47,6:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
4699,"Friday, March 20, 2015",18:44:52,6:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4700,"Friday, March 20, 2015",18:49:15,6:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
4701,"Friday, March 20, 2015",18:49:32,6:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4702,"Friday, March 20, 2015",18:54:47,6:00:00 PM,2,1,"Sunday, March 1, 2015",Friday,WeekDays,2
4703,"Friday, March 20, 2015",18:54:51,6:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
5106,"Friday, March 27, 2015",18:04:24,6:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
5107,"Friday, March 27, 2015",18:15:26,6:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
5108,"Friday, March 27, 2015",18:16:47,6:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
5109,"Friday, March 27, 2015",18:19:24,6:00:00 PM,4,1,"Sunday, March 1, 2015",Friday,WeekDays,4
5110,"Friday, March 27, 2015",18:26:20,6:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
5111,"Friday, March 27, 2015",18:46:46,6:00:00 PM,3,1,"Sunday, March 1, 2015",Friday,WeekDays,3
5112,"Friday, March 27, 2015",18:54:36,6:00:00 PM,1,1,"Sunday, March 1, 2015",Friday,WeekDays,1
5538,"Friday, April 3, 2015",18:01:29,6:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
5539,"Friday, April 3, 2015",18:13:35,6:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
5540,"Friday, April 3, 2015",18:13:45,6:00:00 PM,4,1,"Wednesday, April 1, 2015",Friday,WeekDays,4
5541,"Friday, April 3, 2015",18:25:22,6:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
5542,"Friday, April 3, 2015",18:44:00,6:00:00 PM,4,1,"Wednesday, April 1, 2015",Friday,WeekDays,4
5543,"Friday, April 3, 2015",18:48:12,6:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
5950,"Friday, April 10, 2015",18:31:17,6:00:00 PM,4,1,"Wednesday, April 1, 2015",Friday,WeekDays,4
5951,"Friday, April 10, 2015",18:35:27,6:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
5952,"Friday, April 10, 2015",18:41:00,6:00:00 PM,4,1,"Wednesday, April 1, 2015",Friday,WeekDays,4
5953,"Friday, April 10, 2015",18:41:10,6:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
5954,"Friday, April 10, 2015",18:51:44,6:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
5955,"Friday, April 10, 2015",18:56:04,6:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
6366,"Friday, April 17, 2015",18:01:10,6:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
6367,"Friday, April 17, 2015",18:08:31,6:00:00 PM,4,1,"Wednesday, April 1, 2015",Friday,WeekDays,4
6368,"Friday, April 17, 2015",18:15:56,6:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
6369,"Friday, April 17, 2015",18:16:41,6:00:00 PM,4,1,"Wednesday, April 1, 2015",Friday,WeekDays,4
6370,"Friday, April 17, 2015",18:33:12,6:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
6371,"Friday, April 17, 2015",18:45:39,6:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
6372,"Friday, April 17, 2015",18:53:17,6:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
6793,"Friday, April 24, 2015",18:01:40,6:00:00 PM,2,1,"Wednesday, April 1, 2015",Friday,WeekDays,2
6794,"Friday, April 24, 2015",18:05:39,6:00:00 PM,3,1,"Wednesday, April 1, 2015",Friday,WeekDays,3
